mastodon	twitter
@WinstonSmith6079@mstdn.social	@6079_WSmith
@justingage@mastodon.social	@justingage
@TRichard_Nelson@mstdn.social	@TRichard_Nelson
@clio@fruef.social	@ClioMZ
@claremulley@c.im	@claremulley
@ProfMytheli@mastodon.online	@ProfMytheli
@cynicalvault@mastodon.social	@senecavaught
@diodorus@masto.ai	@suetonius_
@aadoherty@mstdn.social	@AnnabelleDoher2
@fmadore@hcommons.social	@fmadore
@_sorcha@mastodon.ie	@_sorcha
@Dewanu@mastodon.sdf.org	@herbydewanu
@plausistory@hcommons.social	@plausistory
@Assurnasirpal@mas.to	@liassur
@narellano@masodon.sdf.org	@_narellano
@claireridgway@c.im	@AnneBoleynFiles
@fjcasr@archaeo.social	@fjcasr
@malterehbein@mastodon.bayern	malterehbein
@AmyMcElroy@mas.to	@AmyMc_Books
@DrSKBarker@mastodon.social	@DrSKBarker
@DrRickWoten@masto.ai	 @DrRickWoten (Cycling Historian)
@michellecastelletti@mastodonapp.uk 	@M_Castelletti
@timlacy@zirk.us	@t_lacy
@RLCaputi@mastodon.uno	@Ross_Caputi
@s_bosbach@better.boston	@MRB0SBACH
@CariBabitzke@mastodon.social	@thatsaltytexan
@cailinrua1@mastodon.ie	@cailinrua1
@gzornetta@mastodon.uno	@gzornetta
@adresscomptoir@mastodon.social	@adresscomptoir
@stefanbauer@mastodon.social	@bauerstefan
@brant@mstdn.party	@DoctorBrant
@Sherifazuhur@sfba.social	@SherifaZuhur
@pollak@mastodon.social	micahpollak
@herzldad@mstdn.social	@herzldad
@davidluebke@home.social	@realDavidLuebke
@kris_inwood@mas_to	@kris_inwood
@rosicrane@mastodon.nz	@rosicrane
@izarom@mas.to	@izaromanowska
@sjamme@mastodon.online	@SjammevndVoort
@JoeMaristela@Mastodon.social	ParkHealthOER
@cernach@mastodon.top	@cernach
@OxMedStud@mastodonapp.uk	@OxMedStud
@jeremyneely@vmst.io	@jeremyneely
@jconnellstryker@mstdn.social	@JConnellStryker
@starbuckery@mastodon.online	@starbuckery
@sjm@mastodon.world	@sallyjmckee
@sbozanich@zirk.us	@stevanbozanich
@marcpalen@matdn.social	@MWPalen
@paigeroberts@mastodon.social	paige_roberts
@Karina_Wendling@piaille.fr	@karina_wendling
@BobStep@newsie.social	BobStep
@ebolton@mastodonapp.uk	@ebolton95
@lloydbowen@mastodon.sdf.org	@treorchyexile
@estelleszmidt@zirk.us	@EstelleSzmidt
@menyalas@fedihum.org	@alayne_moody
@helenasheehan@mastodon.ie	@helenasheehan
@KelseyUtne@mstdn.social	@KelseyUtne
@aluckmann@zirk.us	@A_Luckmann
@sheribiesen@mastodon.local	@sheribiesen
@richardkirwan@hcommons.social	@rdkirwan
@andrewseal@mastodon.lol	@andrew_seal
@sdandras@zirk.us	@soniadandras
@joe_oliver@mastodon.online	@joe_oliver
@julwindhoevel@mastodon.social	@julwindhoevel
@saniya@mstdn.social 	@Saniya1
@slopclothes@mastodon.social	@slopclothes
@ama@bbq.snoot.com	@dra_m_a
@CGYaudes_PhD@mstdn.social	@CGYaudes_PhD
@moubanerjee28@ohai.social	@moubanerjee28
@ama@bbq.snoot.com	@dra_m_a
@alitvine@hcommons.social	@alexislitvine
@NinonDubourg@sciences.re	@NinonDubourg
@franziska@mastodon.social	@fheimburger
@sastef@toot.community	@sastef
@cerin126@mastodon.online	ChristineErinWL
@srhamilton@mastodon.social	@S_R_Hamilton
@zoejackson@mas.to	@ZoeMJackson1
@drjpwillis@mastodonapp.uk	@drjpwillis
@acfox@archaeo.social	_ACFox
@janalena@toot.community	@byars_jana
@TabithaLambert@mas.to	TabithaLambertB
@kimmcurran@mas.to	@kimmcurran
@incapabilitybrown@mas.to	@hda_brown
@magnusz@mastodon.nu	@magnusz
@quentinverreycken@sciences.re	@QVerreycken
@EmilyRhodes@mastodon.world	@elrhodes96
@ingridvandijk@sciences.social	@IngridvanDij
@eltonteb@hcommons.social	@eltonteb
@cloemmo@hcommons.social	@cloemmo
@jddelleluche@sciences.re	@JDDelle_Luche
@tangledhistorian@mastodon.lol	@TangledHistory
@EileenLuscombe@mastodon.au	@lilylala50
@Bregaing@histodons	@BregainG
@seow@writing.exchange	@EastAsiaSciTech
@MrBunchGovEcon@mastodon.education	@MrBunchGovEcon
@flurin_condrau@swiss.social	@flurin_condrau
@CarlZimring@mastodon.green	@CarlZimring
@Vsilverman@union.place	@victorsilverman
@ProfGidlow@mastodon.social	@ProfGidlow
@KathleenADuVal@mstdn.social	@KathleenADuVal
@DrEleanorJanega@mastodon.world	@GoingMedieval
@aeshimer@mastodon.sdf.org	Shimer_Abbey
@BenGMartinHist@zirk.us	@BenGMartin
@leakleb@piaille.fr	Leakleb
@jamiepaxton@mastodon.sdf.org	@jwbpaxton
@aurelia_masson@mastodon.social	@aurelia_masson
@adamarenson@mastodon.online	@adamarenson 
@khowaga@mastodon.social	@khowaga
@akdanzihalp@mstdn.party	@anna_danzi_halp
@SCarta@hcommons.social	@SCarta3
@christa@zirk.us	@christa_wirth
@pfmcdevitt@newsie.social	@pfmcdevitt
@SaraSilverstein@hcommons.social	@SilversteinProf
@vinicius@sciences.social	@ViniciusBivar
@vswoeste@sauropods.win	@VictoriaSWoeste
@SevenPaperclips@mastodon.social	@SevenPaperclips
@PmBartoli@social.sciences.re	@PmBartoli
@delaruef@mastodon.social	@delaruef
@DrHannahThomas@mastodon.world	@HannahJane85
@cconrad@social.tchncs.de	@ConradChristoph
@dblobaum@mastodon.world	dblobaum
@Jonathan_Fruoco@sciences.re	@JFruoco 
@BuffaloResearch@glammr.us	@ResearchBuffalo
@swithycombe@mastodon.social	@skwithycombe
@kvhuntley@archeo.social	@kvhuntley
@jameslin@zirk.us	jamestwotree
@helenedebax@social.sciences.re	@htldv
@shirleene@mastodon.aus.social	@shirleene
@KellyLyons24@mstdn.social	@kellylyons24
@zmazur@mstdn.social	@zachary_mazur_
@divdeb@mastodon.social	@divinedebbo
@dianej@mastodon.social	@dianegreco
@byzantineprof@mastodon.world	@byzantineprof
@seizedandshaken@mastodon.social	@seizedandshaken
@framatophe@framapiaf.org	@Framatophe
@comesimien@sciences.re	@comesimien
@pylacour@sciences.re	https://twitter.com/MartinJ96323409
@comesimien@sciences.re	@comesimien
@khodadad@hcommons.social	@SasanianShah
@stephengadd@mstdn.social	@docuracy
@oniromanie@sciences.re	@oniromanie
@kirbyrachel@mastodon.social	@kirbyrachel
@DrKarenLCox@mstdn.social	@DrKarenLCox
@brucedouville@mstdn.ca	@bdouville
@HarrietRichardson@mastodon.scot	@FredaWorley
@elmunc@mastodon.lawprofs.org	@elmunc
@justcodeculture@mastodon.social	@justcodeculture
@usuhistorienne@toot.community	@usuhistorienne
@martinmeiske@hcommons.social	@MartinMeiske
@GilmoreGlenda@mstdn.social	@GilmoreGlenda
@LukasMengelkamp@sciences.social	@LukasMengelkamp
@marksouther@zirk.us	@marksouther
@thea@hcommons.social	@lutefisk812
@lottekosthorst@zirk.us	@Lotte_Kosthorst
@rider_jon@zirk.us	@rider_jon
@jw_fr@mastodon.social	jw_fr
@kendraleonard@hcommons.social	@K_Leonard_PhD
@spatial_history@mstdn.social	@spatial_history
@SCrozierDeRosa@aus.social	@S_CrozierDeRosa
@JoanneKlein@mastodon.world	@KleinJoanneM
@AriK@archaeo.social	@ArienneKing
@doctor_c_phd@mastodon.world	@AL_Castonguay
@frankwolff@mas.to	@wolfffra
@DonalCoffey@mastodon.ie	@DonalkCoffey
@MOF1916@mastodon.ie	@MOF1916
@lm@sciences.social	@lnrdmrqs
@mbourrie@mastodon.social	OK
@katebarker@newsie.social	@kate4barker
@larryr@mstdn.social	@LarryChicago
@trixiegadd@mstdn.social	@TrixieGadd
@benedettacarnaghi@mastodon.world	@BeneCarnaghi
@christinekooi@akademienl.social	@ChristineKooi
@rkrizmanicshist@sciences.social	@Reka_Krizmanics
@JerryGersh@newsie.social	@JerryGersh1
@NathGAlexander@zirk.us	@NathGAlexander
@meganannstanton@universeodon.com	MeganAnnStanton
@Canadian_errant@zirk.us	@Canadian_errant
@prof_erikalee@mastodon.world	@prof_erikalee
@alizhorvathaliz@fedihum.org	@alizhorvathaliz
@postwarhist@c.im	@postwarhist
@inekehuysman@akademienl.social	@johandewittnl
@liesbethvdgrift@akademienl.social	@liesbetvdgrift
@danielratcliffe@mastodon.scot	@danielratcliffe
@RandomWriter@mastodon.ie 	@TheReelRandom
@AnneliseO@mastodonworld.social	@AnneliseOrleck1
@woolf_atthedoor@mstdn.ca	@woolf_atthedoor
@LaoAnguo@aus.social	@LaoAnguo
@legacyroots@mastodon.social	@legacyroots 
@SelenaMMoon@disabled.social	@SelenaMMoon
@dig_history@mastodon.world	dig_history
@BirteFoerster@chaos.social	@BirteFoerster
@SonyJ@mastodon.au	@sonyje
@An_Koer@mastodon.social	@An_Koer
@DocKaba@openbiblio.social	@computusdruck
@ostrovdoktora@fediscience.org	@ostrovdoktora
@cljmarion@sciences.re	@cljmarion
@carobirdsall@akademienl.social	@carobirdsall
@janetfew@mastadonapp.uk	@janetfew
@ChristianWachter@fedihum.org	@ChrWachter
@LisaMerritt@mastodon.world	@LisaMerritt16
@TobiasBecker@hcommons.social	@tbecker2015
@VictorianCommons@mastodonapp.uk	@TheVictCommons
@UnaMcIlvenna@toot.community	@UnaMcIlvenna
@AkEthnoGirl@h-net.social	@AkEthnoGirl
@kyropoulos@mastodon.social	@kyropoulos
@ipaetzold@fedihum.org	@ingo_paetzold
@renaudmorieux@mastodon.social	@renaudmorieux
@dspreen@h-net.social	dspreen
@ParisSpiesGans@mastodon.world	@ParisSpiesGans
@EmilyAPrifogle@mastodon.social	@EmilyAPrifogle
@punkknitter@tech.lgbt	@punk_knitter
@MarkRiceHistory@mastodon.world	@MarkRiceHistory
@rerbelding@home.social	@rerbelding
@JHDGoatFarmer@mastodon.social	@Montmass
@Quine_ay_Shalot@sciences.re	Quine_ay_Shalot
@jordantaylor@mstdn.social	@PubliusOrPerish
@historian1661@c18.masto.host	https://twitter.com/Historian1661
@GRobilliard@mastodon.sdf.org	@GabyRobilliard
@AmyRutenberg@h-net.social	@amyjay401
@sldanver@h-net.social	@StevenLDanver
@ccamps@zirk.us	@Celine_Camps
@andymilson@h-net.social	@andrewjmilson
@stomperjax@h-net.social	@stomperjax
@BrionyNeilson@h-net.social	@Briony_Neilson
@Perkamentus@mastodon.social	@Perkamentusblog
@histosaurusbex@h-net.social	@histosaurusbex
@GillianPolack@wandering.shop	GillianPolack
@postkulturwiss@h-net.social	@postkulturwiss
@astrosnat@h-net.social	@astrosnat
@JamesLonghurst@h-net.social	@JamesLonghurst_
@blenormand@h-net.social	@blenormand
@GParrinello@mastodon.social	@ParrinelloG
@jillian@zirk.us	jillian6475
@ElliotHanowski@mastodon.social	@Elliot_Hanowski
@erik_kwakkel@mastodon.world	@erik_kwakkel
@no1historychick@econtwitter.net	@no1historychick
@victorianweb@mastodonapp.uk	@VictorianWeb
@AaronDilday@h-net.social	@AaronDilday
@AshleyBozian@h-net.social	@AshleyBozian
@coldwarpod@mastodonapp.uk	@coldwarpod
@AndreaLoew@muenchen.social	@AndreaLoew1
@jkuiken@mstdn.social	@jonathankuiken
@krzom000@hessen.social	KrzoskaM
@cliotex@fedihum.org	@cliotex
@koji_hist@mstdn.jp	@koji_hist
@kleio@mastodon.online	https://twitter.com/Maria__Winter
@johanneswienand@mastodon.social	https://twitter.com/WienandJohannes
@emdiplomacy@h-net.social	@emdiplomacy
@cjeffersonhall@mastodon.lol	@cjeffersonhall
@rindertjagersma@akademienl.social	@R_Jagersma
@LeapingRobot@mstdn.social	https://twitter.com/LeapingRobot
@JamesGleick@sciencemastodon.com	@JamesGleick
@schottemargaret@mas.to	@SchotteMargaret
@sparklebliss@mastodon.gamedev.place	@sparklebliss
@nkgabay1@zirk.us	@nkgabay1
@clarec@historians.social	@clarecorbould
@milhist_Lee@mastodon.world	@Milhist_Lee
@kirasmith@historians.social	@kiraaislinn
@hilaryblum@h-net.social	@hilaryblum
@LHaasis@historians.social	@lhaasis
@DagmarFreist@historians.social	@dagmar_freist
@ApocalypsisNova@h-net.social	@ApocalypsisNova
@timesmith@mastodon.scot	@TimesmithDress
@JadAdams@mastodonapp.uk	@JadAdamsAuthor
@momoulton@mastodon.lol	@hammock_tussock
@WmGlennGray@historians.social	@WmGlennGray
@Adamhdomby@historians.social	@adamhdomby
@patricklasalle@historians.social	@PatrickLaSalle
@cpostel@mstdn.social	@CharlesPostel
@tricia_starks@historians.social	@tricia_starks
@sarahthestan@mas.to	@sarahthestan
@katrinanavickas@ravenation.club	@katrinanavickas
@anulahtinen@h-net.social	@anulah
@cpgiersch@newsie.social	@cpgiers
@joshuatoth@h-net.social	@tothjoshua
@Lee_in_Iowa@newsie.social	@Lee_in_Iowa
@mimicofmodes@historians.social	@mimicofmodes
@ClaireFromClare@h-net.social	@ClaireFromClare
@MaijuWuokko@mstdn.social	@MaijuWuokko
@BurmanPhD@mastodon.online	@BurmanPhD
@jfinger@masto.ai	JuergenFinger
@AmazingMeagen@mastodon.world	@AmazingMeagen
@LeafyHistory@computerfairi.es	@LeafyHistory
@HistoryCounts@mastodon.social	@HistoryCounts
@julwindhoevel@historians.social	@julwindhoevel
@darja_wolf@h-net.social	darja_wolf
@karolinedoering@fedihum.org	@karolinedoering
@vivalosburros@hachyderm.io	@vivalosburros
@storytracer@mastodon.social	storytracer
@dr_pda@hcommons.social	@dr_pda
@historiator@mastodon.world	@historiator
@tseifman@historians.social	@toranosukev
@tseifman@historians.social	@toranosukev
@rkadelhi@mastadon.world	@rkadelhi
@MatthiasSchmelzer@mastodon.world	@MGSchmelzer
@JMMontpelier@historians.social	@JMMontpelier 
@sandersandrew@mastodon.scot	@sandersandrew22
@setsukoyokoyama@mastodon.social	setsukoyokoyama 
@LenaOetzel@historians.social	@LenaOetzel
@RosannaFarboel@h-net.social	@RosannaFarboel
@JordanSly@h-net.social	@jordanssly
@SebastianK@mastodon.social	@SebastianKubon
@ohmwu@zirk.us	@ohmwu
@thisrunninglife@sfba.social	@thisrunninglife
@rmsalzberg@mastodon.social	@rmsalzberg
@faresdamien@mastodon.social	@faresdamien
@jnthnwwlsn@historians.social	@jnthnwwlsn
@arturoviaggia@zirk.us	@arturoviaggia
@freilichproject@h-net.social	@Freilich_ANU
@pdehello@mastodon.social	@patrickdehahn
@cgseife@sciencemastodon.com	@cgseife
@delima@mstdn.social	@DxDavey
@akrazia@sfba.social	@akrazia
@taylorlorenz.mastodon.social	@taylorlorenz
@keribla@mstdn.social	Keribla 
@willknight@mastodon.social	@willknight
@dctrjack@aus.social	@dctrjack
@couts@mastodon.social	@AndrewCouts
@scottnover@mas.to	 @scottnover 
@joshsternberg@mstdn.social	@joshsternberg
@palafo@mstdn.social	@palafo
@mmasnick@mastodon.social	@mmasnick
@shanvav@mstdn.social	@shanvav
@SaraMorrison@mastodon.social	@SaraMorrison
@dell@journa.host	@dellcam
@willoremus@mastodon.social	@WillOremus
@jeffjarvis@mastodon.social	@jeffjarvis
@klillington@mastodon.ie	@klillington
@emptywheel@mastodon.social	emptywheel
@anewshack@mastodon.ie 	@anewshack
SadhbhOS@mastodon.ie	@SadhbhOS
@glynmoody@mastodon.social	@glynmoody
@melaniesill@mastodon.social	@melaniesill
@chrisjhorn@mastodon.ie	@chrisjhorn
@mrsmith@mastodon.online	MRSmithAP
@joannekelly@mastodon.online	@joanne_stocker
@jessicacalarco@mastodon.social	@JessicaCalarco
@slooterman@masthead.social	@slooterman
@wood@pdx.social	@altjoshwood
@Casey@masthead.social	@TinaMCasey
@smach@fosstodon.org	@sharon000
@gmusser@mastodon.social	@gmusser
willknight@mastodon.social	willknight
@sarahposner@mastodon.social	@sarahposner
@z_everson@journa.host	z_everson
dell@mastodon.lol	dellcam
@charlie_savage@noc.social	@charlie_savage
@schaffertom@mastodon.social	@schaffertom
@stephenwentzell@journa.host	@StephenWentzell
@ahimmelrath@nrw.social 	@ahimmelrath
@olan	@olanmcgowan
@hanno@mastodon.social	hanno
@cestpasirene@chaos.social	@cestpasirene
@rob_arthur@mastodon.social	@No_Little_Plans
@wendyg@mastodon.xyz	wendyg
@reporterdesk@mastodon.online	https://twitter.com/reporterdesk_de?lang=de
@ktetch@mastodon.online	@ktetch
@merryarty	@merryarty
@brodnig@mastodon.social	@brodnig
@thorin@mastodon.social	@kingthor
@ernie@writing.exchange	@ShortFormErnie
ScottMStedman@mastodon.social	@ScottMStedman
@mrsmith@journa.host	@MRSmithAP
@katzonearth@journa.host	@katzonearth 
@deanbetz@mastodon.social	deanbetz
@Davlin@joura.host	@davlinnews
@parker@journa.host	ParkerMolloy
@jeff@newsie.social	@wjeffreybrown
@schwellenbach@journa.host	@schwellenbach
@faffa@mastodon.social	faffa42
RescueReports@journa.host	@RescueReports
@boughofhawley@writing.exchange	@boughsofhawley
@rehanhooda@mstdn.social	@rehanhooda_tw
 @sheeraf@noc.social	@sheeraf
@marcs@toot.community	@multied
@serghei@mastodon.social	@serghei
@Davlin@journa.host	@Davlinnews
@jayrosen_nyu@mastodon.social	jayrosen_nyu
@jomc@friend.camp	@jomc
@craigawelch@mastodon.social	@craigawelch
@danvanmoll@twit.social	@danvanmoll
@KlasfeldReports@journa.host	@KlasfeldReports
@erikgunn@mastodon.online	@erikgunn
@nakedfella@mastodon.scot	@nakedfella
hefteronthehabs@journa.host	@hefteronthehabs
@mollyjongfast@mastodon.lol	@MollyJongFast
@emilynussbaum@mstdn.social	Emilynussbaum 
@AdrianCoakley@mstdn.social	@adriancoakley
@technewslit@journa.host	@alankotok
@markhenick@mstdn.social	https://mobile.twitter.com/markhenick
@lguterman@mastodon.online	@lilaguterman
@FatmaE@mstdn.social 	@edemen_
@qinaliu@mastodon.social	@qinaliu
@jameskanter@mastodon.green	@jameskanter
@rosafurneaux@mas.to	@rosafurneaux
Joycevance@mstdn.social	@joycewhitevance
@NatSecGeek@mastodon.social	@NatSecGeek
smorvansmith@mastodon.top	@smorvansmith
@savvyliteratr@journa.host	@savvyliterate
@brianpjcronin@journa.host	@brianpjcronin
@laurabeil@mastodon.online	@ljbeil
@drewhawkins@indieweb.social	@WAdrewhawkins
@brittany@journa.host	@brittanylwong
aderfel@mas.to	@Aaron_Derfel
@MikeDeal@mstdn.social	@Mike_Deal_
corybe@journa.host	corybe
@qjurecic@mastodon.social	@qjurecic
Emilyalpertreyes@mas.to	@AlpertReyes
@kmk@lor.sh 	Katemckenna8
@SylveneG	@Sylvene_G
@joannastern@mastodon.world	@joannastern
@voooos@sciencemastodon.com	@voooos
@Ronda.kaysen@journa.host	@rondakaysen
@elizabethics@med-mastodon.com	@elizabethics
@amy_harmon@sciencemastodon.com 	@amy_harmon
@jaredkalt@mastodon.social	@jaredkalr
@JamieBGN	@jamiebroadnax
@michaelgreshko@mastodon.social	@michaelgreshko
@MeredithSchmehl@mas.to	@MeredithSchmehl
@marynmck@mastodon.social	@marynmck
@SiriCarpenter@mastodon.online	@SiriCarpenter
@freelanceastro@octodon.social	@FreelanceAstro
@msignorile@mstdn.social	@msignorile
@davidzipper@mastodon.social	@davidzipper
@matthewrmoore@journa.host	@matthewrmoore
@evanengel@mastodon.social	@evanengel
@tylerh@mastodon.social	@tylerh
@maxeddy@infosec.exchange	@wmaxeddy
@mkarolian@mastodon.social	@mkarolian
https://mas.to/@jeongpark52	jeongpark52
@vanessafranko@mastodon.social	vanessafranko
@DanielleSATM@mstdn.social	DanielleSATM
@violetblue@mastodon.social	@violetblue
@kixes@kopiti.am	@kixes
@jonah@neat.computer	@jonaharagon
@haikuhijinks@mas.to	@haikuhijinks
@amyfallon@aus.social	@amyfallon
@mattpotter@c.im 	@mattpotter
@botperrier@mamot.fr	@botperrier
@michaelalden@c.im	@michaelaldenfl
john@social.blogsofwar.com	@blogsofwar
@tcarmody@mastodon.social	tcarmody
@producertory@mas.to	@ProducerTory
cephira@sfba.social	@cephira
kevinshakir@mstdn.social	@kevinshakir
claireconner@mastodon.online	claireconner_
@ivovegter@masthead.social	@IvoVegter
@gretchenmcc@xoxo.zone	@GretchenAMcC
@rachaelphillips@mas.to	@rachaelphillips
@aliide@mstdn.social	@Aliide_N
@mart1oeil@piaille.fr	@mart1oeil
@friedrichmoser@mastodon.social	@fmoser0
@sandrinechesnel@mastodon.social	@schesnel
cliophate@mastodon.spcial	@cliophate
@newmy@writing.exchange	@OneJaredNewman
@lexweaver@mstdn.social	@lexwvr
@yorickdupon@mstdn.social	yorickdupon
@naomiohreally@mastodon.world	NaomiOhReally
@martinangler@mastodon.social	@martinangler
@petersterne@mastodon.social	@petersterne
@TheDEWLine@toot.site	@TheDEWLine
@jaspar@mastodon.online	@jaspar
@zacrellin@journa.host	@zacrellin
@juneman@c.im	@keincaled
wilf@social.coop	wilfredchan
@jeffbcraven@mas.to	@jeffbcraven
@wendysiegelman@mastodon.social	@wendysiegelman
@MikeDiGirolamo@mastodon.social	@MikeDiGirolamo
@edbott@mastodon.social	@edbott
 @benfeltondef@mastodon.nz 	@benfeltondef
@robbrunnerdc@toot.community	@RobBrunnnerDC
@bidmead@mstdn.social	@chbid
@buzzerblog@mstdn.social	@buzzerblog
@PoolOnTheRuf@mastodon.lol	PoolOnTheRuf
@justinhendrix@mastodon.social	@justinhendrix
@ethanedward@mastodon.social	@emdashEthan
@jocelyn@mastodon.coffee	lifewithjoce
@fluffy@social.handholding.io	@0xTFT
@cwnewser@journa.host	@CWNewser
@siw@journa.host	steveniweiss
@lorinc@mastodon.sdf.org	@johnlorinc
@andershalverson@sciencemastodon.com	@AHalvers
@skrishna@mastodon.social	skrishna
@juddlegum@journa.host	@juddlegum
@davidtoddmccarty@me.dm	@Davidtmccarty 
@e_urq@journa.host	@e_urq
@andreastarreese@journa.host	@andreastarreese
@megmaker@mastodon.social	@megmaker
daniellealberti	daniellealberti
@9brandon@mastodon.social	@9brandon
mariaramirez@mstdn.social	Mariaramirezny
@larryloeb@twit.social	@larryloeb
@davelevitan@journa.host	@davelevitan
@TuThanhHa@mastodon.world	@TuThanhHa
@levisu@sfba.social	Levisu
https://cdrom.tokyo/nouvelarbremondial	Erzender
ncoca@social.coop	@excinit
@jgillum@mastodon.social	@jackgillum
@cfarivar@sfba.social	cfarivar
@universalhub@mastodon.online	universalhub
@larryfeltonj@journa.host	@larryfeltonj
@ash@mastodon.xyz	@ashponders
@lknobel@journa.host	@lknobel 
@ianhillmedia@journa.host	@ianhillmedia
@MichaelPetch@mas.to	@MichaellPetch
@sherylhugg@mastodon.SDF.org	@sherylhugg
@jeffperry@social.lol	iamJeffPerry
@calebcrain@mastodon.social	@caleb_crain
annabower@journa.host	@annabower
ChristinaBinkley@mas.to	@BinkleyOnStyle
@stokel@infosec.exchange	@stokel
@squawkfox@mastodon.cloud	@squawkfox
@telkins@newsie.social	@telkinsjr
@tallshmo@mas.to	@tallshmo
@tprice504@journa.host	@tprice504
poniewozik@mstdn.social	poniewozik
@AdamConway@mastodon.ie	https://twitter.com/AdamConwayIE
@grantmarek@sfba.social	@grant_marek
@ david_slotnick@mastodon.world	@david_slotnick
AntarcticPIG	AntarcticPIG
@theresluethi@mastodon.social	@theresluethi
@raedear@journa.host	@raedear1
@marynmck@mastodon.social	@marynmck
@elizgrenier@c.im	Â elizgrenier
@jtemple@mas.to	@jtemple
memeghnad@mastodon.social	https://mobile.twitter.com/memeghnad
stevenjambot@journa.host	@stevenjambot
@adunn@journa.host	@AndrewE_Dunn
@lukebailey@mstdn.social	@imbadatlife
@vivianho@journa.host	@VivianHo
@rachelmetz@mstdn.social	@rachelmetz
@JP@ieji.de	@jp_asher
@tod@masthead.social	@todmaffin
@StoicViper@journa.host	@StoicViper
@awsamuel@mastodon.online	@awsamuel
@lizseegert@mastodon.social	@lseegert
@ianlivingston@journa.host	https://twitter.com/islivingston
@sepinwall@mstdn.social	@sepinwall
@AidaAlami@journa.host	@AidaAlami
@w7voa@journa.host	@w7voa
@pkrugman@mastodon.online	@paulkrugman
@mirakamdar@mastodon.social	@mirakamdar
@mollyquell@mastodon.social	@mollyquell
@tomsadler@masthead.social	@tomSadler
@DemiNLawrence@ieji.de	@DemiNLawrence
@21c_aesthetics@mastodon.social	@_leftaesthetics
@CodyToombs@mstdn.io	@Cody_Toombs
@jppullen@mstdn.social	@jppullen
@leag@mastodon.social	ieaguedj
@ahiatt@journa.host	@ahiatt
@constructess@eldritch.cafe	@constructess
@yaelwrites@mastodon.social	yaelwrites
@LelaNargi@mastodon.online	@LelaNargi
@pedroaguerr@masto.pt	@pedroaguerr
edwardIT@mastodon.uno	edwardIT
@rachel_la_corte@journa.host	@RachelAPOly
@easternblot@mastodon.social	@easternblot
CraftyReporter@mastodon.ie	CraftyReporter
CraftyReporter@mastodon.ie	CraftyReporter 
@rrgarver@journa.host	@rrgarver
@clairepotter@mastodon.social 	@TenuredRadical
@provenself@journa.host	@provenself
@ericgeller@mastodon.social	ericgeller
@jrcloutier@journa.host	@jrcloutier
@ari@journa.host	@ari_schneider
@bairbreflood@mastodon.ie	@bairbreflood
@juha@mastodon.nz	@juhasaarinen
@joshtpm@journa.host	@joshtpm
@liamdann@mastodon.nz	@liamdann
@brian_hioe@mastodon.online	@brianhioe
@leighlo@aus.social	@leighlo
@kakape@mas.to	@kakape
AnneENConnor@scicomm.xyz 	@AnneENConnor
https://mastodon.online/@godgrrl	@godgrrl
@missytwrites@aus.social	@missytwrites
@Joypress@mstdn.social	@joypress
@carmelogarcia@mastodon.sdf.org	@CarmeloGarc1a
@schotthappens@journa.host	@schotthappens
Lesleyjones@journa.host	@lesleyjones
@mhdelaney@mastodon.ie	@mhdelaney
@nberlat@mas.to	@nberlat
@nick@journa.host	@nvisser
@nitishpahwa@journa.host	@pahwa_nitish
@bjmendelson@mastodon.social	@BJMendelson
@firstadopter@mastodon.online	@firstadopter
@jasonpaladino@journa.host	@jason_paladino
@bolden@mastodon.social	@michaelbolden
@riamisra@mastodon.social	@misra
@ChrisHardie@mastodon.social	@ChrisHardie
@amerhadiazmi@journa.host	@amerhadiazmi
@jamesfortexas@mastodon.social	@jamesfortexas
@henryirvine@writing.exchange	@thehenryirvine
moutet@mstdn.social	@moutet
https://toot.community/@rodhissong	@RodHissong
@LoisParshley@mas.to	@loisparshley
@Groovytasia@journa.host	Groovy Tasia
@drjudystone@mstdn.science	@drjudystone
@pboehler@mastodon.social	BoehlerPatrick
@sarahbaird@journa.host	@scbaird
@westerner@mastodon.world	westerner
@ArmanBaz@mstdn.ca	@ArmanBazz
@Matthewmuses@mastodon.world	@mattewmuses
@rozlatiff@journa.host	@rozlatiff
@David@journa.host	@David5TV
@scottnover@mas.to	@ScottNover
@nealboudette	@nealboudette
@liampetterson@aus.social	@LiamPetterson
@reneeklahr@mas.to	@reneeklahr
https://journa.host/web/@janinezacharia	@janinezacharia
@paulapenfold@mastodon.social	https://twitter.com/paulapenfold
@alanboyle@mastodon.social	b0yle
petertubbs@journa.host	@petertubbs
davidreevely@mastodon.social	@davidreevely
ashtonpittman@mastodon.social	@ashtonpittman
@jadelson@mstdn.social	@jadelson
@BySteveReilly@journa.host	@BySteveReo;;y
@laurengoode@journa.host	@laurengoode
@bordenbathory@c.im	@bordenbathory
@davidhooper@socl.bz	@davidhooper
@samueloakford@journa.host	https://twitter.com/samueloakford
@michaelalden@mastodon.online	@michaelaldenfl
@ninaberries@indieweb.social	@ninaberries
@bclark@masthead.social	@prBClark
@anneapplebaum@journa.host	@anneapplebaum
@thisistrue@mastodon.social	ThisIsTrue
@walter_report@journa.host	@walter_report
@pallab@sciencemastodon.com	https://twitter.com/RoyguptaP
@biancanogrady@aus.social	@biancanogrady
@taniel@journa.host	Taniel
@joshdavis@mastodon.social	@joshabla
